SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.50505155,67,0,0.34495688,8000.0,10,0,1,0,0.0
0,0.0100309,54,0,0.003386809,5609.0,7,0,0,0,0.0
0,0.306381928,41,0,0.735767058,2300.0,9,0,2,0,1.0
0,0.357201956,51,0,2523.0,,22,0,2,0,0.0
0,0.101870368,31,0,0.39545327,7125.0,4,0,2,0,0.0
0,0.19619019,35,0,0.108753316,4900.0,3,0,0,0,0.0
0,0.130564369,39,0,2683.0,,5,0,1,0,0.0
0,0.0,46,0,1.6185525790000002,2500.0,16,0,4,0,0.0
0,0.9999998999999999,65,0,0.301488058,7996.0,3,0,1,0,1.0
0,0.0,31,1,0.19404680800000002,4400.0,10,0,0,0,1.0
0,0.437473227,36,0,0.49331505,8750.0,15,0,1,0,0.0
0,0.851878303,40,0,0.04695331,3790.0,2,0,0,0,0.0
0,0.359984517,57,0,2108.0,,8,0,1,0,0.0
0,0.05862304,30,0,1165.0,,6,0,1,0,0.0
0,0.629370629,50,0,0.187967248,5617.0,4,1,1,0,0.0
0,0.0,62,0,0.365126975,5000.0,7,0,1,0,0.0
0,0.010922237,83,0,904.0,,2,0,1,0,0.0
0,0.973008997,49,2,780.0,,4,0,0,0,0.0
0,0.029109997999999998,38,0,0.45791978200000005,7354.0,6,0,1,0,0.0
0,0.035327997,51,0,0.048557555,7001.0,5,0,0,0,0.0
0,0.26546199,37,0,1130.0,,6,0,1,0,
0,0.872759297,47,0,0.981908208,5250.0,11,0,3,0,3.0
0,0.139126682,36,0,2167.0,,15,0,1,0,0.0
0,0.161644287,52,0,0.13443319199999998,6121.0,8,0,0,0,0.0
0,0.106507235,42,0,0.031446541,6200.0,7,0,0,0,2.0
0,0.82306143,51,0,0.821193945,3500.0,11,0,1,0,1.0
0,0.0,37,0,0.36300711399999996,5200.0,6,0,1,0,3.0
0,0.217796696,54,1,0.092464344,29167.0,5,0,2,0,3.0
0,0.876769795,53,0,0.369931271,5819.0,8,0,0,0,2.0
0,0.0037237109999999998,67,0,0.004553734,1097.0,8,0,0,0,0.0
0,0.059831304,77,0,0.652555301,2621.0,12,0,1,0,1.0
0,0.0,50,0,0.237372867,5800.0,8,0,1,0,0.0
0,0.559142747,33,1,0.445524201,5350.0,7,0,1,0,3.0
0,0.60338315,50,0,0.341507919,13700.0,14,0,2,0,2.0
0,0.9999998999999999,37,0,0.618408437,2085.0,3,1,1,1,1.0
0,0.05795191400000001,47,0,0.299034982,8289.0,14,0,1,0,0.0
0,0.966414062,47,0,4.544982007,2500.0,9,0,4,0,1.0
0,0.620047494,34,0,0.443682664,4083.0,7,0,1,0,0.0
0,0.8070359770000001,56,0,946.0,,3,0,0,0,0.0
1,0.793012525,34,0,0.400127632,4700.0,16,1,1,0,1.0
0,0.632911392,41,0,564.0,,5,0,0,2,2.0
0,0.004008502,47,0,0.141723885,15000.0,15,0,1,0,0.0
0,0.04142592,51,0,0.642354683,2700.0,19,0,2,0,2.0
1,0.980850703,43,1,0.210855204,5600.0,6,0,1,0,0.0
0,0.077097601,43,0,0.069212914,4738.0,4,0,0,0,0.0
0,0.032180843,53,0,0.059564329000000006,2937.0,5,0,0,0,0.0
0,0.478420807,69,0,0.110091743,2506.0,3,0,0,0,0.0
0,0.842631474,41,0,0.342325046,10416.0,9,0,2,0,2.0
0,0.027574086,73,0,982.0,,5,0,1,0,0.0
0,0.48687289899999997,44,1,2.115093039,1450.0,9,0,1,0,0.0
0,0.217053005,58,0,1.982008996,2000.0,16,0,4,0,0.0
1,0.9999998999999999,58,0,0.0,3100.0,0,1,0,0,4.0
0,0.24513067,51,0,0.536774862,5791.0,14,0,2,0,0.0
0,0.9999998999999999,39,0,0.236919459,1700.0,3,0,0,2,1.0
0,0.273451636,38,0,0.385415278,7500.0,7,0,1,0,0.0
0,0.9999998999999999,44,1,0.10956924,3458.0,1,2,0,1,3.0
0,0.8318890809999999,46,0,0.052252732999999996,3750.0,4,0,0,0,0.0
0,0.882058971,48,8,0.554852102,9634.0,15,0,10,0,1.0
0,0.781304674,27,0,0.17815066,2800.0,7,0,0,0,0.0
0,0.01590335,62,0,2015.0,,11,0,2,0,2.0
0,0.015183138,59,0,896.0,,12,0,1,0,
0,0.600479509,60,0,0.695576106,4000.0,14,0,1,0,1.0
0,0.40932759799999996,39,0,1296.0,,5,0,0,0,2.0
0,0.5924163029999999,63,0,0.142533937,4419.0,3,0,0,0,0.0
0,0.047837952,25,0,0.074965925,2200.0,7,0,0,0,0.0
0,0.046514629,64,0,0.300635145,4250.0,4,0,1,0,0.0
0,0.035261272,83,0,0.018718503,4166.0,15,0,0,0,0.0
0,0.071472267,65,0,0.330889215,7500.0,25,0,2,0,0.0
0,0.085417151,56,0,0.324668242,5500.0,8,0,2,0,0.0
0,0.69602938,57,1,0.79952644,3800.0,15,0,2,0,0.0
0,0.597505045,51,6,0.057944845999999994,6091.0,12,0,0,2,0.0
0,0.0,25,0,0.578420467,898.0,4,0,0,0,0.0
0,0.696221758,47,0,0.665992144,8400.0,14,0,3,0,2.0
0,0.110652098,82,0,0.149970006,5000.0,4,0,1,0,0.0
0,0.807154472,71,0,2.5040755040000002,2330.0,7,0,2,0,0.0
0,0.082266737,54,0,0.447029571,11260.0,21,1,3,0,1.0
0,0.036680985,85,0,0.160294353,6250.0,12,0,2,0,0.0
0,0.9999998999999999,71,0,0.336369696,4500.0,2,0,2,0,0.0
0,0.011378526000000002,83,0,4.0,,1,0,0,0,
0,0.27052610899999996,47,0,0.132855335,9483.0,7,0,2,0,3.0
0,0.40287681200000003,48,1,0.35190952299999995,6100.0,10,0,2,0,1.0
0,0.008543293,69,0,0.742925588,6678.0,8,0,4,0,0.0
0,0.058705325,71,0,0.077060475,3918.0,10,0,1,0,0.0
0,0.063107605,43,0,1510.0,0.0,3,0,1,0,2.0
0,0.029616291,30,0,0.48176450200000004,2878.0,5,0,1,0,0.0
0,0.200331412,50,0,0.46661505700000006,5166.0,18,0,1,0,0.0
0,0.0,63,0,0.0,7600.0,3,0,0,0,0.0
0,0.023861797,50,1,707.0,,17,0,0,0,0.0
0,0.071255107,76,0,74.0,,3,0,0,0,
0,0.028318166000000002,69,0,0.011653813,5834.0,11,0,0,0,0.0
0,0.222120225,55,1,4324.0,,18,0,2,0,2.0
0,0.525894079,46,1,0.128926702,4583.0,13,0,0,1,2.0
0,0.05981377,69,0,0.11677631599999999,2431.0,6,0,0,0,0.0
0,0.014603728,58,0,0.5835,3999.0,7,0,1,0,1.0
0,0.027999200000000002,64,0,1501.0,,14,0,1,0,0.0
1,0.9999998999999999,30,0,0.031147541,2439.0,0,1,0,0,3.0
0,0.028540265,75,0,0.0034632029999999998,1154.0,5,0,0,0,1.0
0,0.564295714,29,0,0.270614693,4001.0,8,0,0,0,0.0
0,0.090577008,59,0,0.2892728,7466.0,17,0,2,0,1.0
0,0.11074471,43,0,0.612418049,2592.0,8,0,1,0,2.0
0,0.006862610999999999,70,0,0.141746111,3985.0,11,0,1,0,1.0
0,0.8415434959999999,52,1,0.548414665,11700.0,10,0,2,0,1.0
0,0.01296085,62,0,15.0,,5,0,0,0,0.0
0,0.027932283,50,0,0.769376457,6863.0,8,0,3,0,0.0
0,0.36521705200000004,53,0,7.721393035,200.0,11,0,1,0,0.0
0,0.309042926,45,1,0.46730653899999997,3333.0,11,0,0,0,0.0
0,0.534584962,44,1,1.282264267,6500.0,15,0,7,0,0.0
0,0.9999998999999999,44,1,0.072428349,4500.0,1,0,0,0,4.0
0,0.959558082,70,0,0.331310066,5930.0,6,0,1,0,0.0
1,0.6826943529999999,39,0,0.271517997,3833.0,5,0,0,0,0.0
0,0.058185115,63,0,0.22401698399999997,10833.0,7,0,2,0,0.0
0,0.0,31,0,0.0,3500.0,3,0,0,0,0.0
0,0.152410133,43,0,5828.0,,14,0,2,0,3.0
0,0.008962631,78,0,0.22420634899999997,2015.0,10,0,1,0,0.0
0,0.19912125600000002,54,0,1913.0,,9,0,2,0,0.0
0,0.950790125,43,0,2237.0,,7,0,0,0,0.0
0,0.7299391559999999,60,0,0.224784402,5333.0,6,0,0,0,1.0
0,0.45982346,53,0,2761.0,,14,0,1,0,0.0
0,0.034718611,74,0,2038.0,,4,0,0,0,0.0
0,0.0037484379999999998,65,0,0.304119194,1140.0,2,0,0,0,1.0
0,0.9999998999999999,46,0,0.811529933,2705.0,6,0,1,0,0.0
0,0.7541245879999999,48,0,0.084018707,6200.0,5,0,0,0,3.0
0,0.020099999,61,0,0.010229133,4887.0,11,0,0,0,0.0
0,0.0,48,0,0.340588988,9371.0,9,0,2,0,4.0
0,0.182486042,53,0,0.21797275300000002,8000.0,8,0,1,0,2.0
0,0.567101788,47,0,3891.0,,14,0,2,0,0.0
1,0.9999998999999999,58,0,0.08525722599999999,5500.0,3,3,0,0,3.0
1,0.9999998999999999,29,0,164.0,,3,2,0,0,0.0
0,0.030760201,75,0,0.00819836,5000.0,4,0,0,0,0.0
0,0.034643571,24,0,1.0,,1,0,0,0,0.0
0,0.036172281,48,0,0.22567070000000003,1900.0,14,0,1,0,0.0
0,0.9999998999999999,75,0,0.06948989400000001,5194.0,2,0,0,0,0.0
0,0.24776991199999998,44,0,0.03328096,7000.0,2,0,0,0,2.0
0,0.028337703,59,0,0.055977609000000005,2500.0,14,0,0,0,0.0
0,0.010959833,62,0,0.047158807000000004,6000.0,5,0,0,0,0.0
0,0.971784972,55,3,0.039995295,8500.0,8,0,0,0,1.0
1,0.37763749700000004,31,1,1.378232387,8700.0,13,0,6,4,2.0
0,0.017210783,59,0,1240.0,,6,0,1,0,0.0
0,0.20244376600000002,48,0,21.0,,2,0,0,0,0.0
0,0.9341182159999999,38,0,0.488313961,8000.0,15,0,6,0,3.0
1,0.9604079179999999,28,3,0.251566458,7500.0,4,0,1,1,0.0
0,0.248976955,48,0,0.38588974600000003,3500.0,13,0,1,0,0.0
0,0.309538092,46,0,0.11595361900000001,2500.0,2,0,0,0,0.0
0,0.04499825599999999,56,0,0.176902733,10208.0,7,0,1,0,2.0
0,0.006159548000000001,58,0,0.373968836,12000.0,14,0,2,0,2.0
0,0.07322108299999999,55,0,0.20715889199999998,8017.0,9,0,2,0,2.0
0,0.026435847999999998,60,0,12.0,,2,0,0,0,
0,0.010442124,39,2,0.48097019700000004,7750.0,8,0,2,0,2.0
0,0.110319345,52,0,0.203228527,8300.0,6,0,1,0,0.0
0,0.018146837,58,0,2122.0,,6,0,2,0,0.0
0,0.962206637,43,0,0.255349156,24816.0,8,0,2,0,2.0
0,0.266688435,60,0,0.118286059,3313.0,4,0,0,0,1.0
0,0.123178471,51,0,0.272881095,6500.0,12,0,1,0,2.0
0,0.086134406,46,0,0.328663164,15416.0,10,0,2,0,2.0
0,0.002633538,43,0,0.002076843,1925.0,6,0,0,0,0.0
0,0.31018099,44,0,0.22508610199999998,9000.0,13,0,1,0,2.0
0,0.280168565,70,0,0.254248584,3000.0,2,0,1,0,1.0
0,0.291576674,50,0,0.333872964,10500.0,12,0,1,0,0.0
0,0.659305994,37,2,0.39141856399999997,3425.0,6,2,0,0,3.0
0,0.079440102,30,0,13.0,,1,0,0,0,
0,0.07269041400000001,58,0,0.09953148199999999,8750.0,9,0,2,0,0.0
0,0.1164902,63,0,0.295870413,10000.0,15,0,3,0,0.0
0,0.080951606,47,0,0.562946845,3216.0,6,0,1,0,1.0
0,0.411947946,50,0,0.429809141,7963.0,13,0,1,0,0.0
0,0.079227761,51,0,1.025448298,9312.0,12,0,3,0,1.0
0,0.000171917,71,0,0.0,30000.0,8,0,0,0,0.0
0,0.086598845,39,0,0.16060496900000001,8330.0,9,0,1,0,2.0
0,0.021121694,79,0,0.033977348,1500.0,4,0,0,0,0.0
0,0.096868946,77,0,48.0,,3,0,0,0,
1,0.644946889,62,1,0.524380864,6500.0,8,0,1,1,0.0
0,0.065897803,57,0,0.12307307699999999,12000.0,5,0,1,0,3.0
0,0.6300628629999999,59,0,0.7246972559999999,9000.0,10,0,2,0,0.0
0,0.568922561,76,0,0.291884274,12062.0,18,0,3,0,0.0
0,0.20194364199999998,46,0,0.39446055399999996,10000.0,15,0,2,0,3.0
1,0.9999998999999999,38,0,0.0,1000.0,0,0,0,0,1.0
0,0.09881029699999999,54,0,0.203735587,19166.0,15,0,2,0,4.0
0,0.01023322,59,0,62.0,,8,0,0,0,0.0
0,0.016183722,40,0,0.12699936,3125.0,10,0,0,0,2.0
0,0.06212919099999999,36,0,0.473670177,7500.0,4,0,2,0,0.0
0,0.112072613,69,0,0.067395907,2833.0,3,0,1,0,0.0
0,0.40084041600000003,57,0,0.35030764200000003,12351.0,14,0,3,0,3.0
0,0.02319768,74,0,21.0,,1,0,0,0,0.0
0,0.022213161000000002,45,0,0.340360791,4600.0,10,0,2,0,5.0
0,0.21991656199999998,79,0,0.230814873,10111.0,15,0,1,0,0.0
0,0.907205587,63,2,0.7194071009999999,2900.0,8,1,2,0,0.0
0,0.0,56,0,0.188203753,3729.0,3,0,0,0,0.0
0,0.0,64,0,0.16705978900000001,9750.0,6,0,2,0,0.0
0,0.014146198,68,1,990.0,0.0,15,0,0,0,0.0
0,0.0,35,0,0.325949854,6500.0,7,0,1,0,2.0
0,0.8363632329999999,62,0,0.351421727,9600.0,9,0,1,0,1.0
0,0.191622741,38,0,0.49970815700000004,13705.0,9,0,3,0,0.0
0,0.881836362,50,3,0.567858035,4000.0,9,0,1,0,1.0
0,0.096166993,41,0,0.335732853,5000.0,6,0,1,0,0.0
0,0.064239635,38,0,0.33639399,9583.0,14,0,2,0,3.0
0,0.087326797,63,0,0.423201063,15800.0,16,0,2,0,0.0
0,0.9999998999999999,22,0,0.0,0.0,1,0,0,0,0.0
1,0.044811635999999995,48,0,4339.0,,8,0,4,0,0.0
0,0.835675796,55,1,0.5091761029999999,2560.0,5,0,0,0,0.0
1,0.828398431,54,0,1096.0,,5,0,0,0,1.0
0,0.28579364,52,0,0.242063492,10583.0,4,0,2,0,0.0
0,0.272251893,80,0,0.265164645,7500.0,18,0,1,0,0.0
0,0.060725857,66,1,0.255728689,12000.0,23,0,3,0,0.0
0,0.0,31,0,0.31142381,5400.0,9,0,1,0,0.0
0,0.0,46,0,0.002775208,2161.0,2,0,0,0,0.0
0,0.042184482999999995,70,0,0.19907755,9322.0,6,0,1,0,1.0
0,0.9724587170000001,56,0,4227.0,,9,0,2,0,0.0
0,0.175948775,63,0,0.225195633,10350.0,10,0,0,0,1.0
0,0.957793935,49,2,0.24748008100000002,10416.0,6,1,2,0,3.0
0,0.048622974000000006,43,0,0.356304743,6050.0,9,0,1,0,3.0
0,0.261328866,41,2,0.251487154,7900.0,22,0,2,0,0.0
0,0.043341787,47,0,0.302961705,5300.0,11,0,1,0,3.0
0,0.85348293,51,0,0.582443654,5900.0,14,0,1,0,2.0
0,0.202443388,77,1,1.2492964009999998,6750.0,16,0,6,0,0.0
0,0.040117255,45,1,0.09515969699999999,3036.0,7,0,0,0,3.0
1,0.9024097590000001,57,1,4921.0,,9,0,4,2,0.0
0,0.9999998999999999,42,0,0.193403298,2000.0,1,0,0,1,0.0
0,0.978461974,51,0,0.5424422170000001,14666.0,14,0,2,0,3.0
0,0.9110889109999999,26,0,360.0,0.0,6,0,0,0,0.0
0,0.9999998999999999,48,0,0.0,3250.0,2,2,0,0,1.0
0,0.0,84,0,0.0,,1,0,0,0,0.0
0,0.47997092399999997,74,0,0.288829635,10500.0,11,0,1,0,0.0
0,0.242186449,44,0,0.37531077700000004,9250.0,9,0,2,0,2.0
0,0.020547522,63,0,0.266659348,9108.0,18,0,1,0,2.0
0,0.273537283,85,0,0.2827051,1803.0,7,0,0,0,0.0
0,0.097751651,27,0,0.226773227,1000.0,4,0,0,0,0.0
0,0.147271094,45,0,0.611360239,6020.0,9,0,3,0,2.0
0,0.083569138,25,0,13.0,,3,0,0,0,0.0
0,0.059077637,33,0,0.8282130520000001,5500.0,6,0,2,0,0.0
0,0.0,42,0,2.505247376,666.0,8,0,1,0,3.0
0,0.069326826,31,0,0.23870967699999998,2324.0,7,0,0,0,0.0
0,0.507905528,31,0,0.32487529800000003,4610.0,9,0,0,0,1.0
0,0.603505327,33,0,0.316021491,7258.0,5,0,2,0,2.0
0,0.002456468,66,0,4032.0,,9,0,1,0,
0,0.80860233,44,0,0.8422336020000001,4100.0,10,0,1,0,0.0
0,0.9999998999999999,29,0,0.0,,0,0,0,0,
0,0.5432036060000001,71,0,0.5334415579999999,3079.0,4,0,1,0,1.0
0,0.156053116,46,0,0.14110376800000002,11650.0,6,0,1,0,1.0
0,0.866497503,52,0,0.44433607399999997,7176.0,17,0,2,0,1.0
0,0.8234588270000001,57,0,0.381365114,2768.0,3,0,0,0,0.0
0,0.0,57,0,0.176766139,13135.0,9,0,2,0,0.0
0,0.0,26,0,223.0,0.0,2,0,0,0,0.0
0,0.0,44,0,0.09983906,70833.0,7,0,1,0,2.0
0,0.087367835,63,0,0.332109919,10625.0,11,0,1,0,0.0
0,0.202461875,57,0,2671.0,,10,0,1,0,1.0
0,0.0,72,0,0.30285577199999997,8333.0,13,0,1,0,0.0
0,0.555420957,56,2,0.41112937299999996,4258.0,7,1,2,1,0.0
0,0.9999998999999999,81,0,2.0,,4,0,0,0,0.0
0,0.0,47,1,0.0,4409.0,3,0,0,0,0.0
0,0.065614748,48,1,1292.0,,7,0,2,0,
0,0.081460772,32,0,0.121648461,12083.0,9,0,1,0,3.0
0,0.773156098,43,0,0.581135761,7166.0,15,0,1,0,2.0
0,0.131725562,80,0,0.214055448,1550.0,5,0,0,0,0.0
1,0.9874321620000001,40,0,0.14978602,1401.0,3,0,0,0,3.0
0,0.278772123,44,0,2873.0,0.0,8,0,1,0,2.0
0,0.17977599100000002,59,0,0.41072688799999996,4250.0,9,0,1,0,0.0
0,0.045590367,51,0,0.11019089,9900.0,8,0,1,0,1.0
0,0.06873443,33,0,3166.0,,5,0,3,0,0.0
0,0.988023952,53,1,0.771733604,5900.0,8,1,2,0,3.0
0,0.008635971,63,0,1942.0,,5,0,1,0,0.0
0,0.517920991,55,0,0.847603441,2440.0,8,0,1,0,0.0
0,0.0,68,0,0.072363421,11842.0,4,0,1,0,1.0
1,0.9999998999999999,29,0,0.158075601,3200.0,2,1,0,0,0.0
0,0.050683085,54,1,0.073807321,15133.0,10,0,0,0,3.0
0,0.022770022999999997,86,0,6.0,,5,0,0,0,0.0
0,0.026318531000000003,51,0,1.0195792540000002,4800.0,15,0,2,0,0.0
0,0.9999998999999999,28,0,0.097686375,3500.0,1,0,0,0,0.0
0,0.9999998999999999,53,0,0.0,1924.0,0,0,0,0,1.0
0,0.22629617300000002,54,0,0.204621208,17700.0,11,0,3,0,2.0
0,0.077994968,41,0,0.347275454,6000.0,4,0,2,0,0.0
0,0.055963587,60,0,0.210557888,5000.0,8,0,1,0,0.0
0,0.0015348120000000002,46,0,241.0,,7,0,0,0,
0,0.122555289,37,0,0.247989707,3108.0,9,0,0,0,2.0
0,0.004402903,35,0,0.333644424,15000.0,6,0,1,0,1.0
0,0.32408512899999997,51,0,3.0294852569999997,2000.0,17,0,1,0,0.0
0,0.08924553800000001,75,0,55.0,,3,0,0,0,0.0
0,0.9999998999999999,44,0,0.17584553600000002,7716.0,4,0,0,0,1.0
0,0.071714102,72,1,0.176470588,6000.0,15,0,1,0,0.0
0,0.06605451700000001,52,0,519.0,,3,0,1,0,0.0
0,0.045619075999999995,48,0,0.266546691,5000.0,8,0,1,0,1.0
0,0.8556288740000001,44,0,0.082361343,4200.0,1,2,0,1,2.0
0,0.9999998999999999,63,0,0.337196092,4400.0,4,0,2,0,0.0
0,0.01219756,43,0,0.350308642,2591.0,5,0,2,0,0.0
0,0.6942427109999999,29,0,0.081675613,9500.0,2,0,0,0,1.0
0,0.077460883,54,0,0.083818798,11500.0,8,0,0,0,0.0
0,0.145134948,45,0,0.5878209289999999,32366.0,12,0,6,0,3.0
0,0.03601037,43,0,0.002556912,428250.0,13,0,1,0,1.0
0,0.990833843,40,0,0.140609473,6037.0,6,0,0,0,0.0
0,0.140745054,49,0,0.285867238,8405.0,10,0,2,0,0.0
0,0.340698399,44,2,0.19098977600000003,8900.0,12,0,1,0,4.0
0,0.07016082,58,0,0.141983034,7190.0,6,0,1,0,0.0
0,0.794577882,49,1,0.267987859,5600.0,4,0,0,0,1.0
0,0.761111387,47,0,5793.0,,15,0,2,0,0.0
0,0.46885477299999995,45,0,0.788857068,3840.0,14,0,2,0,2.0
0,0.469168901,55,0,0.033298374,11441.0,3,0,0,0,3.0
0,0.244443175,27,0,0.21634795699999998,2666.0,4,0,0,0,0.0
0,0.838567708,53,0,0.630709961,5450.0,17,0,1,0,3.0
0,0.016804918000000002,48,0,0.36384540600000004,11306.0,16,0,2,0,3.0
0,0.035586491,41,1,0.419784881,6600.0,8,0,1,0,4.0
0,0.948974315,27,0,0.082458771,2000.0,2,0,0,0,0.0
0,0.06412495900000001,57,0,1605.0,,12,0,1,0,0.0
0,0.186130465,54,0,1618.0,,6,0,2,0,
0,0.045199511,58,0,0.19473789100000002,5016.0,18,0,0,0,2.0
1,0.9999998999999999,53,1,0.034510563,6200.0,1,3,0,0,0.0
1,0.9506831059999999,48,0,0.477848647,5800.0,7,0,2,0,2.0
0,0.225244385,29,0,0.340718725,3700.0,19,0,0,0,1.0
0,0.9999998999999999,33,1,0.165145589,2300.0,3,2,0,0,5.0
0,0.9174055059999999,63,0,0.422255905,7916.0,9,0,2,0,2.0
0,0.19952019199999999,35,3,0.47208121799999997,2560.0,8,0,1,1,2.0
0,0.366908746,36,0,0.147263176,5900.0,5,0,0,0,3.0
0,0.749538226,59,0,2973.0,,15,0,0,0,0.0
0,0.0,51,0,0.303221289,5711.0,8,0,1,0,0.0
0,0.259898079,56,1,0.068458781,8369.0,6,1,0,0,0.0
0,0.018401824,43,0,0.482294264,4009.0,7,0,1,0,0.0
0,0.015523317,67,0,0.002133049,7500.0,8,0,0,0,0.0
0,0.028792472000000003,69,0,0.40532153299999996,17400.0,18,0,4,0,1.0
0,0.712734805,40,0,0.281934996,10583.0,5,0,2,0,2.0
1,0.731926807,31,2,0.222364422,6250.0,4,4,0,1,0.0
0,0.43366371600000003,49,0,6543.0,,9,0,2,0,
0,0.020567988,75,0,29.0,,7,0,0,0,0.0
0,0.0008379419999999999,46,0,0.0,,4,0,0,0,0.0
0,0.462300694,29,0,0.270865533,5175.0,9,0,0,0,1.0
0,0.0,55,0,0.826315789,1519.0,5,0,1,0,0.0
0,0.533189755,39,0,0.415662651,3651.0,8,0,1,0,2.0
0,0.9999998999999999,29,0,0.0,1700.0,1,0,0,0,0.0
0,0.031125034,67,0,0.472800857,8400.0,27,0,3,0,0.0
0,0.01063752,81,0,6.371833604,8605.0,6,0,0,0,0.0
0,0.582045331,34,0,0.081007115,7307.0,5,0,0,0,2.0
0,0.325492652,57,0,0.82510259,7066.0,21,0,3,0,2.0
0,0.9999998999999999,62,0,336.0,,2,5,0,0,0.0
0,0.261852662,63,0,0.31582013,8583.0,9,0,2,0,0.0
0,0.34022862299999995,62,0,0.295856805,30000.0,12,0,3,0,0.0
0,0.330653857,49,1,1102.0,,5,0,0,0,1.0
0,0.0009745660000000001,67,0,0.056606144000000004,15916.0,8,0,0,0,2.0
0,0.0,33,0,0.23197659,3758.0,5,0,1,0,1.0
0,0.021299234,67,0,0.595821615,2488.0,7,0,1,0,1.0
0,0.047387606,67,0,0.208029197,4383.0,9,0,1,0,0.0
0,0.134326033,63,0,1689.0,,6,0,1,0,0.0
0,0.0,51,0,0.0,,4,0,0,0,5.0
0,0.0064637309999999995,38,0,0.483432455,2353.0,7,0,1,0,2.0
0,0.21612109699999998,44,0,0.992976892,4413.0,11,0,3,0,1.0
0,0.14715311,75,0,0.299861687,3614.0,11,0,1,0,0.0
0,0.9999998999999999,40,0,0.47850429899999997,5000.0,7,0,2,0,0.0
0,0.06209793,61,0,862.0,,3,0,0,0,
0,0.011195145,63,0,0.049370277000000004,7939.0,6,0,0,0,0.0
0,0.002323409,39,0,0.191300763,4850.0,8,0,0,0,0.0
0,0.36507007799999996,31,0,0.264683829,4000.0,6,0,0,0,0.0
0,0.9898391190000001,34,4,1694.0,,10,1,1,0,
0,0.08865437400000001,39,0,0.47171796899999996,3800.0,10,0,1,0,2.0
0,0.0,41,0,0.022076372,1675.0,4,0,0,0,0.0
0,0.510738197,46,0,0.239420935,3591.0,5,0,1,0,0.0
0,0.6992914379999999,28,0,0.382885696,1600.0,8,0,0,0,2.0
0,0.37175009700000006,61,4,0.464896605,11750.0,21,0,3,0,0.0
0,0.052842096,58,0,1186.0,,5,0,1,0,0.0
0,0.343118376,69,1,0.452187086,10561.0,16,0,3,0,0.0
0,0.0,40,1,0.26113299,3300.0,3,0,0,0,0.0
0,0.016983588,29,0,2465.0,,5,0,2,0,0.0
0,0.441989087,48,1,0.680574555,8771.0,13,0,2,0,3.0
0,0.9999998999999999,46,0,3738.0,,2,0,2,0,0.0
0,0.0,56,0,0.48112379299999997,6833.0,7,0,3,0,1.0
0,0.007424814,78,0,0.161413199,10500.0,8,0,1,0,0.0
0,0.36310444,55,0,0.211473566,8000.0,13,0,1,0,0.0
0,0.013133041000000002,54,0,1783.0,,8,0,1,0,1.0
0,0.069539689,68,0,94.0,,14,0,0,0,0.0
0,0.353806371,68,0,1634.0,,9,0,0,0,3.0
0,0.9758177029999999,38,0,0.172235555,5416.0,11,0,0,0,0.0
0,0.018086642,82,0,0.004649768,6666.0,5,0,0,0,1.0
0,0.197540123,36,0,0.395103975,3798.0,4,0,1,0,1.0
0,0.961887477,44,4,287.0,,3,0,0,0,1.0
0,0.135243171,23,0,0.007308161,820.0,2,0,0,0,0.0
0,0.0,63,0,0.0,,7,0,0,0,0.0
0,0.455769615,62,1,0.12743628199999998,2000.0,10,0,0,0,0.0
0,0.006799093000000001,27,1,0.6810457520000001,764.0,3,0,0,0,0.0
0,0.9999998999999999,63,0,0.68164794,1067.0,1,0,1,0,0.0
0,0.109080993,71,0,0.293263509,4200.0,5,0,1,0,0.0
1,0.46638433,59,0,0.076713325,5500.0,12,0,0,0,0.0
0,0.10720810199999999,78,0,99.0,,3,0,0,0,
1,0.044764530999999996,49,0,0.334558261,6530.0,8,0,1,0,2.0
0,0.446193779,29,0,936.0,1.0,8,0,1,0,1.0
0,0.097108424,40,0,0.468625177,7760.0,11,0,3,0,2.0
0,0.0,50,0,0.547045171,5600.0,6,0,2,0,1.0
0,0.22683716899999998,68,0,0.241310351,10500.0,12,0,1,0,0.0
0,0.0,51,0,0.103393844,3800.0,5,0,0,0,0.0
0,0.307204103,47,0,0.38965258700000005,4000.0,8,0,0,0,3.0
0,0.069469535,81,0,1807.0,,10,0,1,0,0.0
0,0.01067346,55,0,4113.0,,13,0,5,0,2.0
0,0.021497112999999998,71,0,31.0,,4,0,0,0,
0,0.46457831299999996,70,0,0.140728244,21338.0,11,0,1,0,1.0
0,0.694930899,45,0,8.516966068,500.0,6,0,3,0,3.0
0,0.068417452,40,0,0.028615756000000003,5800.0,13,0,0,0,1.0
0,0.073138983,68,0,0.290010909,6416.0,15,0,1,0,0.0
0,0.6916514109999999,57,3,0.209723785,8000.0,18,0,1,0,3.0
0,0.0,74,0,0.153185185,6749.0,5,0,1,0,0.0
0,0.462146038,26,0,1.241169306,820.0,6,0,0,0,0.0
0,0.36529376,48,0,14089.0,,9,0,5,0,4.0
0,0.00029143400000000003,37,0,309.0,,8,0,0,0,0.0
0,0.29503627600000004,52,0,1528.0,,7,0,1,0,1.0
